Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,1983,1-Mar-83,Total,Female,20 - 24,Total,Estimate - de jure,"Final figure, complete",1983,10682000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1983,5933000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,20 - 24,Married,Estimate - de jure,"Final figure, complete",1983,4036000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,19000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,393000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1983,301000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,25 - 29,Total,Estimate - de jure,"Final figure, complete",1983,10416000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1983,2579000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,25 - 29,Married,Estimate - de jure,"Final figure, complete",1983,6433000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,50000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,894000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1983,459000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,30 - 34,Total,Estimate - de jure,"Final figure, complete",1983,9487000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1983,1230000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,30 - 34,Married,Estimate - de jure,"Final figure, complete",1983,6769000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,69000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,1042000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1983,378000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,35 - 39,Total,Estimate - de jure,"Final figure, complete",1983,8108000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1983,586000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,35 - 39,Married,Estimate - de jure,"Final figure, complete",1983,5961000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,117000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,1067000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1983,377000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,40 - 44,Total,Estimate - de jure,"Final figure, complete",1983,6568000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1983,343000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,40 - 44,Married,Estimate - de jure,"Final figure, complete",1983,4936000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,191000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,844000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1983,253000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,45 - 54,Total,Estimate - de jure,"Final figure, complete",1983,11484000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1983,517000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,45 - 54,Married,Estimate - de jure,"Final figure, complete",1983,8617000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,718000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,1221000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1983,411000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,55 - 64,Total,Estimate - de jure,"Final figure, complete",1983,11732000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1983,512000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,55 - 64,Married,Estimate - de jure,"Final figure, complete",1983,8012000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,2077000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,857000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1983,274000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,65 - 74,Total,Estimate - de jure,"Final figure, complete",1983,9042000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1983,458000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,65 - 74,Married,Estimate - de jure,"Final figure, complete",1983,4468000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,3542000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,467000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1983,108000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,75 +,Total,Estimate - de jure,"Final figure, complete",1983,6180000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1983,371000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,75 +,Married,Estimate - de jure,"Final figure, complete",1983,1510000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,4113000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,158000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1983,27000,"3,4"
United States of America,1983,1-Mar-83,Total,Female,Unknown,Total,Estimate - de jure,"Final figure, complete",1983,0,"3,4"
United States of America,1983,1-Mar-83,Total,Female,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1983,0,"3,4"
United States of America,1983,1-Mar-83,Total,Female,Unknown,Married,Estimate - de jure,"Final figure, complete",1983,0,"3,4"
United States of America,1983,1-Mar-83,Total,Female,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1983,0,"3,4"
United States of America,1983,1-Mar-83,Total,Female,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1983,0,"3,4"
United States of America,1983,1-Mar-83,Total,Female,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1983,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Total,Estimate - de jure,"Final figure, complete",1982,110119000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Single (never married),Estimate - de jure,"Final figure, complete",1982,51073000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Married,Estimate - de jure,"Final figure, complete",1982,51011000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,1861000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,4605000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Married but separated,Estimate - de jure,"Final figure, complete",1982,1569000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Total,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Total,Estimate - de jure,"Final figure, complete",1982,26161000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Single (never married),Estimate - de jure,"Final figure, complete",1982,26161000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Married,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Married but separated,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,0 - 14,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Total,Estimate - de jure,"Final figure, complete",1982,9831000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1982,9588000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Married,Estimate - de jure,"Final figure, complete",1982,220000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,1000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,5000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1982,15000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,15 - 19,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Total,Estimate - de jure,"Final figure, complete",1982,10363000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1982,7458000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Married,Estimate - de jure,"Final figure, complete",1982,2656000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,1000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,134000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1982,113000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Total,Estimate - de jure,"Final figure, complete",1982,9968000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1982,3594000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Married,Estimate - de jure,"Final figure, complete",1982,5552000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,3000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,603000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1982,217000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Total,Estimate - de jure,"Final figure, complete",1982,9122000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1982,1581000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Married,Estimate - de jure,"Final figure, complete",1982,6433000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,11000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,838000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1982,259000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Total,Estimate - de jure,"Final figure, complete",1982,7408000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1982,742000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Married,Estimate - de jure,"Final figure, complete",1982,5748000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,15000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,728000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1982,175000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Total,Estimate - de jure,"Final figure, complete",1982,5996000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1982,444000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Married,Estimate - de jure,"Final figure, complete",1982,4816000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,29000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,536000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1982,172000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Total,Estimate - de jure,"Final figure, complete",1982,10761000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1982,584000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Married,Estimate - de jure,"Final figure, complete",1982,8875000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,166000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,878000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1982,257000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Total,Estimate - de jure,"Final figure, complete",1982,10198000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1982,472000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Married,Estimate - de jure,"Final figure, complete",1982,8603000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,355000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,553000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1982,216000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Total,Estimate - de jure,"Final figure, complete",1982,6770000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1982,331000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Married,Estimate - de jure,"Final figure, complete",1982,5581000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,510000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,244000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1982,105000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Total,Estimate - de jure,"Final figure, complete",1982,3540000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1982,118000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Married,Estimate - de jure,"Final figure, complete",1982,2527000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,770000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,86000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1982,39000,"3,4"
United States of America,1982,1-Mar-82,Total,Male,75 +,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Total,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Married,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Male,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Total,Estimate - de jure,"Final figure, complete",1982,117255000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Single (never married),Estimate - de jure,"Final figure, complete",1982,45780000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Married,Estimate - de jure,"Final figure, complete",1982,51004000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,10796000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,6899000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Married but separated,Estimate - de jure,"Final figure, complete",1982,2776000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Total,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Total,Estimate - de jure,"Final figure, complete",1982,25027000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Single (never married),Estimate - de jure,"Final figure, complete",1982,25027000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Married,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Married but separated,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,0 - 14,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Total,Estimate - de jure,"Final figure, complete",1982,9751000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1982,8971000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Married,Estimate - de jure,"Final figure, complete",1982,701000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,1000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,31000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1982,46000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,15 - 19,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Total,Estimate - de jure,"Final figure, complete",1982,10716000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1982,5725000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Married,Estimate - de jure,"Final figure, complete",1982,4277000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,14000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,375000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1982,323000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Total,Estimate - de jure,"Final figure, complete",1982,10224000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1982,2392000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Married,Estimate - de jure,"Final figure, complete",1982,6440000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,50000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,897000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1982,446000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Total,Estimate - de jure,"Final figure, complete",1982,9390000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1982,1087000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Married,Estimate - de jure,"Final figure, complete",1982,6669000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,69000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,1135000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1982,431000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Total,Estimate - de jure,"Final figure, complete",1982,7714000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1982,493000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Married,Estimate - de jure,"Final figure, complete",1982,5705000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,114000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,1003000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1982,400000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Total,Estimate - de jure,"Final figure, complete",1982,6281000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1982,295000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Married,Estimate - de jure,"Final figure, complete",1982,4717000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,217000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,762000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1982,290000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Total,Estimate - de jure,"Final figure, complete",1982,11561000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1982,471000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Married,Estimate - de jure,"Final figure, complete",1982,8647000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,789000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,1230000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1982,423000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Total,Estimate - de jure,"Final figure, complete",1982,11672000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1982,484000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Married,Estimate - de jure,"Final figure, complete",1982,7990000,"3,4"
